Ticker,Financial Year End,Total Revenue,COGS,SG&A Expenses,Net Income,Basic EPS,Depreciation,Operating Cash Flow (CFO),Dividends Paid,Total Assets,Current Assets,Receivables,PP&E,Total Long-Term Debt,Current Liabilities,Total Equity,Trailing P/E (Historical),Current Trailing P/E (Live),Current PEG Ratio (Live)
360ONE.NS,2021-03-31,,,,,,,,,,,,,,,,,41.34226,
360ONE.NS,2022-03-31,14946400000.0,7319200000.0,808200000.0,5777400000.0,16.35,417400000.0,9288000000.0,4857800000.0,107441200000.0,84275700000.0,2681600000.0,2929600000.0,19720200000.0,55532100000.0,30235300000.0,,41.34226,
360ONE.NS,2023-03-31,16471500000.0,5468300000.0,825700000.0,6579300000.0,18.51,463100000.0,-13225100000.0,6131300000.0,111920600000.0,49650700000.0,3028400000.0,3180700000.0,25640200000.0,53517900000.0,31219500000.0,,41.34226,
360ONE.NS,2024-03-31,20061200000.0,8870200000.0,1227800000.0,8042100000.0,22.48,566400000.0,-4701100000.0,5900400000.0,151188500000.0,61963600000.0,3281700000.0,3566200000.0,40228900000.0,73284200000.0,34497300000.0,,41.34226,
360ONE.NS,2025-03-31,26353100000.0,8472700000.0,1329600000.0,10153000000.0,27.14,705300000.0,-24108700000.0,2166900000.0,197687000000.0,112571400000.0,4430600000.0,3500100000.0,29494400000.0,93302000000.0,70647100000.0,,41.34226,
3MINDIA.NS,2025-03-31,44428602000.0,27455107000.0,1262952000.0,4760674000.0,422.6,552870000.0,3551044000.0,7716573000.0,30145917000.0,24406715000.0,7902674000.0,4283847000.0,,10429558000.0,18464969000.0,,71.72996,
3MINDIA.NS,2024-03-31,41868741000.0,25962476000.0,902993000.0,5834168000.0,517.9,529356000.0,6430349000.0,1126507000.0,32482236000.0,26684613000.0,7030898000.0,3468910000.0,,10594819000.0,21469034000.0,,71.72996,
3MINDIA.NS,2023-03-31,39572834000.0,25287625000.0,796149000.0,4510192000.0,400.37,576791000.0,4654766000.0,9550777000.0,27144247000.0,21274416000.0,6350355000.0,3642511000.0,,9803423000.0,16774704000.0,,71.72996,
3MINDIA.NS,2022-03-31,33339389000.0,21476365000.0,769009000.0,2719711000.0,241.43,551172000.0,3273671000.0,,30059443000.0,24370087000.0,5277668000.0,3378057000.0,,7604601000.0,21835728000.0,,71.72996,
3MINDIA.NS,2021-03-31,,,,,,,,,,,,,,,,,71.72996,
ABB.NS,2024-12-31,120876700000.0,75046400000.0,2458200000.0,18716400000.0,88.32,1289200000.0,13318000000.0,7264900000.0,123913300000.0,107626000000.0,29836600000.0,11839000000.0,,52739600000.0,70754000000.0,,63.334934,
ABB.NS,2023-12-31,103666800000.0,69517400000.0,1893400000.0,12420500000.0,58.61,1199200000.0,13514800000.0,2331000000.0,110011900000.0,95474900000.0,25443000000.0,10582300000.0,,50141600000.0,59446000000.0,,63.334934,
ABB.NS,2022-12-31,84984100000.0,58189200000.0,1935500000.0,10162300000.0,47.96,1047000000.0,7419400000.0,1101900000.0,93182300000.0,78986000000.0,20929900000.0,9746000000.0,,43503400000.0,49394100000.0,,63.334934,
ABB.NS,2021-12-31,68640200000.0,48382100000.0,1601400000.0,5197100000.0,24.53,1027000000.0,6501900000.0,1059500000.0,80727400000.0,66353400000.0,18838400000.0,8903400000.0,,40037900000.0,40451900000.0,,63.334934,
ABB.NS,2020-12-31,,,,,,,,,,,,,0.0,,,,63.334934,
ACC.NS,2025-03-31,206721500000.0,127950400000.0,44388400000.0,24021200000.0,127.92,10013100000.0,17114800000.0,1426100000.0,254126100000.0,91376500000.0,11629100000.0,126808300000.0,,56681500000.0,185548400000.0,,9.996049,
ACC.NS,2024-03-31,195735800000.0,111755900000.0,43851000000.0,23349200000.0,124.34,8850500000.0,29951100000.0,1753400000.0,233677400000.0,97042600000.0,8275000000.0,107028600000.0,,60968400000.0,163282200000.0,,9.996049,
ACC.NS,2022-12-31,174192700000.0,38759600000.0,41104900000.0,6494400000.0,34.58,6645700000.0,-16721100000.0,10891700000.0,200898600000.0,80960100000.0,7711000000.0,89744800000.0,,54571700000.0,138860400000.0,,9.996049,
ACC.NS,2021-12-31,158144000000.0,73016400000.0,39487000000.0,18629900000.0,99.21,6006800000.0,28354900000.0,2629000000.0,210388400000.0,103680700000.0,4622600000.0,82775900000.0,,60060400000.0,143088300000.0,,9.996049,
ACC.NS,2020-12-31,,,,,,,,,,,,,,,,,9.996049,
ACMESOLAR.NS,2025-03-31,14051310000.0,510750000.0,270380000.0,2521080000.0,4.55,2873130000.0,15430190000.0,,184037390000.0,37817460000.0,3808190000.0,136813960000.0,98571700000.0,13195300000.0,45105800000.0,,28.729559,
ACMESOLAR.NS,2024-03-31,13188540000.0,619420000.0,334680000.0,6977980000.0,11.531649,3081380000.0,14341670000.0,,133998010000.0,31553150000.0,4208850000.0,98201470000.0,76964280000.0,14320790000.0,25908690000.0,,28.729559,
ACMESOLAR.NS,2023-03-31,12943970000.0,567620000.0,256020000.0,-31410000.0,-0.051907,4848020000.0,12634830000.0,,121869530000.0,27021390000.0,6992970000.0,89432660000.0,80992600000.0,9696030000.0,19005630000.0,,28.729559,
ACMESOLAR.NS,2022-03-31,14874070000.0,1562720000.0,408330000.0,620340000.0,1.02516,5462750000.0,9549620000.0,,108867170000.0,23399110000.0,9314380000.0,81750870000.0,69508980000.0,12461000000.0,19087630000.0,,28.729559,
AIAENG.NS,2021-03-31,,,,,,,,,,,,,,,,,31.190989,
AIAENG.NS,2022-03-31,35231634000.0,17280819000.0,4692834000.0,6196809000.0,65.7,921163000.0,-395463000.0,763113000.0,51255712000.0,37267020000.0,8001456000.0,9775005000.0,12700000.0,3039767000.0,47549601000.0,,31.190989,
AIAENG.NS,2023-03-31,48517916000.0,23881748000.0,5386466000.0,10559289000.0,111.95,930401000.0,8677196000.0,770632000.0,66311983000.0,53124586000.0,8608365000.0,10870913000.0,0.0,8749920000.0,56913260000.0,,31.190989,
AIAENG.NS,2024-03-31,47834889000.0,23737716000.0,3517432000.0,11355733000.0,120.4,1002715000.0,9027157000.0,1368757000.0,74951654000.0,59986147000.0,8803133000.0,12250790000.0,,7485739000.0,66577419000.0,,31.190989,
AIAENG.NS,2025-03-31,42376384000.0,20083115000.0,3628268000.0,10607360000.0,113.14,1030739000.0,11623070000.0,1371187000.0,78340737000.0,64349410000.0,8263789000.0,12563140000.0,,7878821000.0,69269984000.0,,31.190989,
APLAPOLLO.NS,2021-03-31,,,,,,,,,,,,,,,,,46.035534,
APLAPOLLO.NS,2022-03-31,126252700000.0,114684400000.0,4410800000.0,6189800000.0,24.77,1089700000.0,6517100000.0,,44524100000.0,18270000000.0,3417000000.0,23073600000.0,3471700000.0,14293300000.0,24640100000.0,,46.035534,
APLAPOLLO.NS,2023-03-31,156743500000.0,143502200000.0,5166300000.0,6418600000.0,23.15,1383300000.0,6912600000.0,875100000.0,58516300000.0,25577700000.0,1374400000.0,30109400000.0,4081300000.0,21802500000.0,30056100000.0,,46.035534,
APLAPOLLO.NS,2024-03-31,175069800000.0,160051700000.0,5696800000.0,7324400000.0,26.4,1759300000.0,11115600000.0,1386700000.0,71867900000.0,33413600000.0,1390800000.0,35404800000.0,7865100000.0,24954200000.0,36046300000.0,,46.035534,
APLAPOLLO.NS,2025-03-31,199963100000.0,183548900000.0,6989500000.0,7570600000.0,27.28,2013200000.0,12132800000.0,1526300000.0,75962400000.0,31830100000.0,2672700000.0,38635700000.0,4091600000.0,26301400000.0,42087200000.0,,46.035534,
AUBANK.NS,2025-03-31,105415001000.0,,8502583000.0,21059266000.0,28.32,2585137000.0,54624118000.0,743159000.0,1578456662000.0,,15954481000.0,9124652000.0,,,171662817000.0,,33.236103,
AUBANK.NS,2024-03-31,68556215000.0,,8007053000.0,15347190000.0,22.98,2254439000.0,26080698000.0,667015000.0,1094256699000.0,,9636290000.0,8515924000.0,,,125595315000.0,,33.236103,
AUBANK.NS,2023-03-31,54604092000.0,,5318374000.0,14279253000.0,21.86,1854177000.0,54936398000.0,315093000.0,902161184000.0,,7195265000.0,7401394000.0,,,109773437000.0,,33.236103,
AUBANK.NS,2022-03-31,42284557000.0,,2499028000.0,11298342000.0,18.03,1401666000.0,68489819000.0,,690778004000.0,,8057210000.0,6225713000.0,,,75140140000.0,,33.236103,
AUBANK.NS,2021-03-31,,,,,,,,,,,,,,,,,33.236103,
AWL.NS,2025-03-31,635672500000.0,567837800000.0,24178600000.0,12258100000.0,9.44,3951000000.0,21496900000.0,,224375100000.0,146156900000.0,24155500000.0,65324700000.0,1862400000.0,117269600000.0,94238000000.0,,29.79092,
AWL.NS,2024-03-31,511173600000.0,458466800000.0,21746800000.0,1479900000.0,1.14,3638100000.0,2891700000.0,,198065300000.0,127178000000.0,17829100000.0,58296900000.0,0.0,104239400000.0,83159900000.0,,29.79092,
AWL.NS,2023-03-31,581009800000.0,534211200000.0,20042500000.0,5821200000.0,4.48,3561500000.0,6633000000.0,,209797800000.0,145318700000.0,19314100000.0,51737900000.0,0.0,116871200000.0,81657500000.0,,29.79092,
AWL.NS,2022-03-31,540682000000.0,492007900000.0,17204700000.0,8037300000.0,6.89,3090600000.0,11978600000.0,,213172700000.0,153821400000.0,22185800000.0,49421100000.0,449700000.0,126912000000.0,76063700000.0,,29.79092,
AWL.NS,2021-03-31,,,,,,,,,,,,,,,,,29.79092,
AADHARHFC.NS,2025-03-31,28351700000.0,4174100000.0,739100000.0,9118300000.0,21.43,252400000.0,-30266500000.0,,232239600000.0,51887100000.0,252800000.0,870300000.0,141797900000.0,25880400000.0,63722900000.0,,21.840107,
AADHARHFC.NS,2024-03-31,23542300000.0,3537100000.0,576800000.0,7496400000.0,17.575791,209800000.0,-25501000000.0,,190930600000.0,40352500000.0,195300000.0,747300000.0,120766000000.0,25232500000.0,44497500000.0,,21.840107,
AADHARHFC.NS,2023-03-31,18810100000.0,2878700000.0,459700000.0,5447600000.0,12.772248,164900000.0,-11556900000.0,,166178700000.0,36365400000.0,79700000.0,630300000.0,98579200000.0,30218700000.0,36976600000.0,,21.840107,
AADHARHFC.NS,2022-03-31,16118500000.0,2182900000.0,272200000.0,4448500000.0,10.429794,132500000.0,-9067500000.0,,143758100000.0,33726200000.0,51900000.0,542800000.0,92101600000.0,19624800000.0,31466900000.0,,21.840107,
AADHARHFC.NS,2021-03-31,,,,,,,,,,,,,,,,,21.840107,
AARTIIND.NS,2021-03-31,,,,,,,,,,,,,,,,,44.375,
AARTIIND.NS,2022-03-31,51911900000.0,36017300000.0,3866100000.0,11856700000.0,32.71,2464000000.0,5186500000.0,1268800000.0,78506900000.0,26988300000.0,10915200000.0,50461700000.0,9298500000.0,21656500000.0,45166900000.0,,44.375,
AARTIIND.NS,2023-03-31,64921600000.0,46946200000.0,4313900000.0,5452300000.0,15.04,3104500000.0,13187400000.0,906300000.0,85809000000.0,24592700000.0,9404900000.0,59001700000.0,6347100000.0,27833200000.0,49200800000.0,,44.375,
AARTIIND.NS,2024-03-31,61916900000.0,46572500000.0,3093500000.0,4164600000.0,11.49,3781200000.0,12095700000.0,543800000.0,101151700000.0,29590600000.0,8541800000.0,67457800000.0,15238700000.0,30624500000.0,52897700000.0,,44.375,
AARTIIND.NS,2025-03-31,71313200000.0,53753500000.0,4348000000.0,3308700000.0,9.13,4342700000.0,12419300000.0,362500000.0,111135200000.0,28947400000.0,7860600000.0,76582600000.0,18674200000.0,34664000000.0,56051200000.0,,44.375,
AAVAS.NS,2025-03-31,19875221000.0,13521782000.0,222518000.0,5741082000.0,72.54,364515000.0,-16601262000.0,,186184740000.0,44658134000.0,113654000.0,920981000.0,115739014000.0,25498132000.0,43608323000.0,,20.81386,
AAVAS.NS,2024-03-31,16799835000.0,11559188000.0,304535000.0,4906942000.0,62.03,326598000.0,-20005115000.0,,165194536000.0,42630137000.0,122193000.0,853838000.0,99644410000.0,26691269000.0,37733152000.0,,20.81386,
AAVAS.NS,2023-03-31,13555177000.0,8598278000.0,308035000.0,4296438000.0,54.38,287205000.0,-19241174000.0,,134096091000.0,34029141000.0,12234000.0,742054000.0,83681043000.0,16837381000.0,32696600000.0,,20.81386,
AAVAS.NS,2022-03-31,11107567000.0,6808241000.0,221611000.0,3551806000.0,45.1,237602000.0,-11351088000.0,,110174807000.0,28171531000.0,,624735000.0,67838606000.0,13484915000.0,28064303000.0,,20.81386,
AAVAS.NS,2021-03-31,,,,,,,,,,,,,,,,,20.81386,
ABBOTINDIA.NS,2025-03-31,64069700000.0,35110400000.0,3414000000.0,14144400000.0,665.62,718000000.0,10118400000.0,8712200000.0,59173100000.0,47651100000.0,3802300000.0,3505400000.0,,14071900000.0,42331500000.0,,39.356243,
ABBOTINDIA.NS,2024-03-31,58471900000.0,32323500000.0,3371600000.0,12012200000.0,565.28,711700000.0,12128100000.0,6906000000.0,51934900000.0,32458400000.0,3191100000.0,2286200000.0,,13427200000.0,36988900000.0,,39.356243,
ABBOTINDIA.NS,2023-03-31,53467300000.0,29839700000.0,3496400000.0,9494100000.0,446.78,699700000.0,8933900000.0,5843600000.0,45555100000.0,30251100000.0,3188000000.0,2339100000.0,,12060200000.0,31885400000.0,,39.356243,
ABBOTINDIA.NS,2022-03-31,49103000000.0,26671100000.0,4081700000.0,7987000000.0,375.86,661000000.0,9476600000.0,5843600000.0,42241200000.0,38530400000.0,2881600000.0,2648000000.0,,12031900000.0,28197900000.0,,39.356243,
ABBOTINDIA.NS,2021-03-31,,,,,,,,,,,,,,,,,39.356243,
ACE.NS,2021-03-31,,,,,,,,,,,,,201340000.0,,,,26.687553,
ACE.NS,2022-03-31,16295800000.0,11711100000.0,963619000.0,1050200000.0,9.02,154100000.0,1035200000.0,56700000.0,12823658000.0,7145139000.0,1887242000.0,4615608000.0,0.0,5110073000.0,7541164000.0,,26.687553,
ACE.NS,2023-03-31,21574097000.0,16201986000.0,1259710000.0,1715994000.0,14.41,180000000.0,2742778000.0,71450000.0,15997400000.0,9114846000.0,1693357000.0,5017873000.0,,6628717000.0,9185589000.0,,26.687553,
ACE.NS,2024-03-31,29096801000.0,21433301000.0,1408936000.0,3281611000.0,27.56,232378000.0,4334202000.0,119083000.0,21692131000.0,12727684000.0,1643086000.0,6402690000.0,,9245656000.0,12298410000.0,,26.687553,
ACE.NS,2025-03-31,33245835000.0,24176444000.0,1628927000.0,4092186000.0,34.39,283054000.0,4119842000.0,238012000.0,27108470000.0,13225684000.0,2646615000.0,8161316000.0,,10815089000.0,16147255000.0,,26.687553,
ADANIENSOL.NS,2025-03-31,235461500000.0,131665700000.0,3188800000.0,10599700000.0,9.05,19135000000.0,86952200000.0,,739601000000.0,135865100000.0,23826600000.0,446290400000.0,369922900000.0,99226800000.0,220682000000.0,,53.596493,
ADANIENSOL.NS,2024-03-31,163550100000.0,81565400000.0,3213300000.0,11372800000.0,10.2,17837000000.0,60376200000.0,857800000.0,585788100000.0,80467600000.0,15649500000.0,414277600000.0,335596200000.0,79628500000.0,126415500000.0,,53.596493,
ADANIENSOL.NS,2023-03-31,130650700000.0,65208900000.0,2603500000.0,12563300000.0,11.1,16143600000.0,37769900000.0,,539317500000.0,69430300000.0,14375900000.0,379182000000.0,313303900000.0,70172900000.0,117491700000.0,,53.596493,
ADANIENSOL.NS,2022-03-31,109602100000.0,52049600000.0,2188500000.0,12046100000.0,8.9,14297000000.0,40966100000.0,3400000.0,474641100000.0,43537200000.0,10708400000.0,341697200000.0,277740400000.0,56566800000.0,99128200000.0,,53.596493,
ADANIENSOL.NS,2021-03-31,,,,,,,,13900000.0,,,,,,,,,53.596493,
ADANIENT.NS,2021-03-31,,,,,,,,,,,,,,,,,35.23604,
ADANIENT.NS,2022-03-31,693043600000.0,612877600000.0,7078500000.0,7765600000.0,6.844554,12477800000.0,13852800000.0,1099800000.0,1017601900000.0,309453900000.0,137121900000.0,423360900000.0,208034300000.0,438497800000.0,222565100000.0,,35.23604,
ADANIENT.NS,2023-03-31,1273896500000.0,1067716500000.0,15812100000.0,24639800000.0,21.115351,24361400000.0,176264600000.0,1140000000.0,1414878200000.0,372822800000.0,125528800000.0,709140000000.0,324021700000.0,448030500000.0,330510100000.0,,35.23604,
ADANIENT.NS,2024-03-31,963161500000.0,651673100000.0,18640800000.0,32407800000.0,26.408732,30421500000.0,103121900000.0,1368000000.0,1607318500000.0,370269000000.0,97929300000.0,841648200000.0,437181500000.0,446516900000.0,390760900000.0,,35.23604,
ADANIENT.NS,2025-03-31,977110800000.0,672938300000.0,21395700000.0,70990000000.0,58.702228,42113300000.0,45131000000.0,1482000000.0,1981355400000.0,409442200000.0,96164700000.0,1039415600000.0,646012600000.0,473831500000.0,503139700000.0,,35.23604,
ADANIGREEN.NS,2025-03-31,112120000000.0,18380000000.0,1910000000.0,14440000000.0,8.37,24980000000.0,83640000000.0,,1113980000000.0,86210000000.0,8120000000.0,958250000000.0,673630000000.0,168880000000.0,121370000000.0,,87.53794,
ADANIGREEN.NS,2024-03-31,92200000000.0,15250000000.0,1650000000.0,11000000000.0,6.21,19030000000.0,77130000000.0,,885380000000.0,138630000000.0,6820000000.0,693850000000.0,405030000000.0,268140000000.0,106420000000.0,,87.53794,
ADANIGREEN.NS,2023-03-31,77750000000.0,20110000000.0,1110000000.0,9740000000.0,5.41,13000000000.0,72650000000.0,,673610000000.0,78080000000.0,15790000000.0,539810000000.0,486320000000.0,84440000000.0,73040000000.0,,87.53794,
ADANIGREEN.NS,2022-03-31,51330000000.0,14560000000.0,810000000.0,4890000000.0,2.41,8490000000.0,31270000000.0,,591670000000.0,55060000000.0,12020000000.0,489110000000.0,427170000000.0,115130000000.0,26140000000.0,,87.53794,
ADANIGREEN.NS,2021-03-31,,,,,,,,,,,,,,,,,87.53794,
ADANIPORTS.NS,2025-03-31,304753300000.0,120909500000.0,16138200000.0,110923100000.0,51.35,43789300000.0,172262800000.0,13362800000.0,1353322300000.0,189441200000.0,44323600000.0,819227400000.0,356813000000.0,209859900000.0,624353900000.0,,27.440014,
ADANIPORTS.NS,2024-03-31,267105600000.0,113117900000.0,12115700000.0,81106400000.0,37.55,38884600000.0,150175800000.0,10796800000.0,1189178700000.0,174723600000.0,36669400000.0,698669700000.0,375258800000.0,164629400000.0,529447700000.0,,27.440014,
ADANIPORTS.NS,2023-03-31,208519100000.0,90617600000.0,6650900000.0,53088500000.0,24.58,34247100000.0,118995000000.0,10929100000.0,1147630900000.0,175963900000.0,39570700000.0,619841500000.0,463912100000.0,125301200000.0,455559200000.0,,27.440014,
ADANIPORTS.NS,2022-03-31,169790800000.0,70694000000.0,3927200000.0,48860300000.0,22.62,30993000000.0,104201400000.0,10266500000.0,996858200000.0,180884200000.0,25211400000.0,486757500000.0,395761300000.0,113687100000.0,419882200000.0,,27.440014,
ADANIPORTS.NS,2021-03-31,,,,,,,,,,,,,,,,,27.440014,
ADANIPOWER.NS,2025-03-31,561318200000.0,324903600000.0,3741200000.0,129387700000.0,6.464,43088800000.0,215011100000.0,,1129175700000.0,263292300000.0,130220700000.0,811314700000.0,275083800000.0,164409900000.0,563470900000.0,,23.635025,
ADANIPOWER.NS,2024-03-31,500510700000.0,302927300000.0,3147300000.0,208287900000.0,10.324,39313300000.0,141701500000.0,,923247700000.0,255865800000.0,116774800000.0,637378300000.0,264105200000.0,157886700000.0,431450300000.0,,23.635025,
ADANIPOWER.NS,2023-03-31,380230300000.0,271885200000.0,2576600000.0,107266400000.0,4.914,33036800000.0,84305300000.0,,858212700000.0,195530000000.0,115293600000.0,634233400000.0,335336500000.0,177445900000.0,298756600000.0,,23.635025,
ADANIPOWER.NS,2022-03-31,276549000000.0,168232000000.0,1643300000.0,49115800000.0,1.926,31175400000.0,102327300000.0,,819810200000.0,162280700000.0,95609200000.0,633413600000.0,377168900000.0,171436700000.0,187034400000.0,,23.635025,
ADANIPOWER.NS,2021-03-31,,,,,,,,,,,,,,,,,23.635025,
ATGL.NS,2021-03-31,,,,,,,,,,,,,,,,,103.894745,
ATGL.NS,2022-03-31,30015300000.0,20089200000.0,335400000.0,5094000000.0,4.63,827300000.0,7321100000.0,275000000.0,44152500000.0,3616900000.0,1865500000.0,28703900000.0,3524100000.0,14641300000.0,24162300000.0,,103.894745,
ATGL.NS,2023-03-31,43509800000.0,31919400000.0,288400000.0,5464900000.0,4.97,1131000000.0,8528500000.0,275000000.0,56453000000.0,8580400000.0,3150000000.0,39193500000.0,2683600000.0,21933700000.0,29409600000.0,,103.894745,
ATGL.NS,2024-03-31,44455000000.0,29833600000.0,503900000.0,6675000000.0,6.07,1578800000.0,9551300000.0,275000000.0,65918600000.0,10322400000.0,4099200000.0,46283100000.0,8828700000.0,18105100000.0,35803200000.0,,103.894745,
ATGL.NS,2025-03-31,49696900000.0,34291400000.0,468400000.0,6544100000.0,5.95,2035800000.0,9638700000.0,275000000.0,76647100000.0,11208800000.0,4240100000.0,54714200000.0,15399900000.0,15381900000.0,42070500000.0,,103.894745,
ABCAPITAL.NS,2025-03-31,431489900000.0,,4875000000.0,33323200000.0,12.8,3567600000.0,-279346300000.0,,2790613800000.0,,6882500000.0,10048100000.0,1287244800000.0,,303887200000.0,,29.2224,
ABCAPITAL.NS,2024-03-31,406273700000.0,,7896000000.0,33349800000.0,13.05,2914400000.0,-241005000000.0,,2321018300000.0,,6981400000.0,8671300000.0,968880400000.0,,268172600000.0,,29.2224,
ABCAPITAL.NS,2023-03-31,285782800000.0,,9018400000.0,47957700000.0,19.84,2523800000.0,-240285900000.0,,1807540500000.0,,4110800000.0,5684000000.0,748997600000.0,,203107500000.0,,29.2224,
ABCAPITAL.NS,2022-03-31,256184300000.0,,5477700000.0,17059700000.0,7.06,2343000000.0,-50695100000.0,,1411395000000.0,,6585000000.0,4837600000.0,517627000000.0,,154921100000.0,,29.2224,
ABCAPITAL.NS,2021-03-31,,,,,,,,,,,,,,,,,29.2224,
ABFRL.NS,2025-03-31,73089100000.0,31936700000.0,8612400000.0,-3758200000.0,-3.53,17245900000.0,16438300000.0,,166395000000.0,60609600000.0,3734400000.0,40270600000.0,11483300000.0,39187400000.0,68121700000.0,,,
ABFRL.NS,2024-03-31,63853200000.0,31129800000.0,6970400000.0,-6280200000.0,-6.52,16552300000.0,13414000000.0,,224475900000.0,87165600000.0,12827800000.0,58323700000.0,25104500000.0,86492900000.0,40223800000.0,,,
ABFRL.NS,2023-03-31,123628700000.0,55852100000.0,10670900000.0,-360000000.0,-0.38,12269600000.0,6362000000.0,,170412800000.0,71700500000.0,8864400000.0,48157100000.0,15076100000.0,71531100000.0,33432900000.0,,,
ABFRL.NS,2022-03-31,80930600000.0,37437900000.0,5714600000.0,-1087200000.0,-1.18,9970300000.0,9505100000.0,,124065600000.0,53345200000.0,7564300000.0,32744600000.0,7774600000.0,57879800000.0,27733200000.0,,,
ABFRL.NS,2021-03-31,,,,,,,,,,,,,,,,,,
ABREL.NS,2021-03-31,,,,,,,,,,,,,,,,,,
ABREL.NS,2022-03-31,40700800000.0,25525100000.0,927900000.0,1665300000.0,14.91,2306600000.0,-511300000.0,114800000.0,77388400000.0,29893900000.0,2168000000.0,33895400000.0,3818200000.0,28418100000.0,37188300000.0,,,
ABREL.NS,2023-03-31,37919500000.0,21264000000.0,1293900000.0,2718800000.0,24.34,2270800000.0,2709600000.0,446800000.0,84516400000.0,39264800000.0,1564400000.0,33089700000.0,3990900000.0,33788200000.0,38868400000.0,,,
ABREL.NS,2024-03-31,10903200000.0,5101800000.0,747200000.0,505300000.0,4.57,2415600000.0,-3153300000.0,554100000.0,105101600000.0,60208600000.0,1656300000.0,30029200000.0,23557400000.0,35017500000.0,39791400000.0,,,
ABREL.NS,2025-03-31,12033700000.0,7446300000.0,1124900000.0,-1612800000.0,-14.24,2226900000.0,-12934400000.0,553200000.0,165331700000.0,140187900000.0,1046500000.0,6954500000.0,37086000000.0,84170100000.0,38402600000.0,,,
ABSLAMC.NS,2025-03-31,16847800000.0,3978600000.0,895700000.0,9306000000.0,32.26,398100000.0,7084800000.0,3889400000.0,41144300000.0,28339000000.0,578700000.0,926100000.0,,2580500000.0,37268700000.0,,22.450804,
ABSLAMC.NS,2024-03-31,13531900000.0,3204800000.0,801700000.0,7803600000.0,27.09,346000000.0,6848400000.0,1512200000.0,35018500000.0,20951900000.0,407300000.0,1005600000.0,,2112600000.0,31688800000.0,,22.450804,
ABSLAMC.NS,2023-03-31,12266100000.0,2515200000.0,803600000.0,5963800000.0,20.71,343200000.0,4373600000.0,3124800000.0,27881200000.0,17907600000.0,245300000.0,624900000.0,,1983300000.0,25169900000.0,,22.450804,
ABSLAMC.NS,2022-03-31,12929616000.0,2283349000.0,671426000.0,6727718000.0,23.36,356196000.0,5631802000.0,2318400000.0,24347434000.0,15445521000.0,261594000.0,637875000.0,,1777720000.0,21964557000.0,,22.450804,
ABSLAMC.NS,2021-03-31,,,,,,,,,,,,,,,,,22.450804,
AEGISLOG.NS,2021-03-31,,,,,,,,,,,,,,,,,36.802155,
AEGISLOG.NS,2022-03-31,46243545000.0,39112991000.0,296954000.0,3575229000.0,10.19,793563000.0,2800545000.0,2211307000.0,40341401000.0,11833860000.0,7383426000.0,26960407000.0,642755000.0,11669867000.0,21797987000.0,,36.802155,
AEGISLOG.NS,2023-03-31,86221515000.0,76182248000.0,391641000.0,4629540000.0,13.19,1257954000.0,3584092000.0,2145183000.0,71626933000.0,27587879000.0,8385888000.0,41079756000.0,9784302000.0,11329450000.0,35323401000.0,,36.802155,
AEGISLOG.NS,2024-03-31,70393191000.0,58160412000.0,453764000.0,5691992000.0,16.22,1352620000.0,6555328000.0,2380823000.0,80728634000.0,28496462000.0,5133825000.0,48522652000.0,14322040000.0,10431891000.0,38943514000.0,,36.802155,
AEGISLOG.NS,2025-03-31,65691109000.0,53459489000.0,471735000.0,6633779000.0,18.9,1522369000.0,5581942000.0,1347518000.0,112327536000.0,43028959000.0,6932719000.0,64181923000.0,23531029000.0,13419861000.0,46308211000.0,,36.802155,
AEGISVOPAK.NS,2024-03-31,5617610000.0,1218370000.0,145370000.0,865440000.0,0.781089,1139910000.0,3372080000.0,328620000.0,45234010000.0,3678230000.0,1314080000.0,41177030000.0,25864170000.0,2132300000.0,9971650000.0,,198.4,
AEGISVOPAK.NS,2023-03-31,3533320000.0,945950000.0,119530000.0,-750000.0,-0.000677,912020000.0,1724860000.0,,34814820000.0,1797520000.0,699050000.0,32190320000.0,17451680000.0,1276180000.0,9530910000.0,,198.4,
AEGISVOPAK.NS,2022-03-31,0.0,0.0,5520000.0,-10920000.0,-0.009856,0.0,5010000.0,,1025560000.0,94640000.0,19770000.0,923870000.0,981000000.0,22290000.0,18890000.0,,198.4,
AFCONS.NS,2021-03-31,,,,,,,,,,,,,,,,,29.180687,
AFCONS.NS,2022-03-31,109434630000.0,81159490000.0,3289530000.0,3563550000.0,9.68923,3553680000.0,6104530000.0,252400000.0,129737670000.0,78931010000.0,23038690000.0,23560800000.0,4018880000.0,72247270000.0,27120800000.0,,29.180687,
AFCONS.NS,2023-03-31,125393150000.0,90523650000.0,3506000000.0,4108700000.0,11.171484,4715770000.0,12154820000.0,500000.0,143012500000.0,89749550000.0,21966390000.0,27028490000.0,5964720000.0,82499170000.0,31757180000.0,,29.180687,
AFCONS.NS,2024-03-31,131943700000.0,93064500000.0,4794200000.0,4497600000.0,12.228896,4945300000.0,7074500000.0,288400000.0,162336400000.0,109732900000.0,31209900000.0,28669600000.0,5976900000.0,98814900000.0,35959500000.0,,29.180687,
AFCONS.NS,2025-03-31,125037600000.0,85362000000.0,3361300000.0,4868100000.0,13.24,4911000000.0,-1322000000.0,323700000.0,171192200000.0,113559700000.0,27793200000.0,27972100000.0,5952400000.0,83347500000.0,52605200000.0,,29.180687,
