Symbol,Sector,TATA_Z,DSRI_Z,AQI_Z,P_OCF_Z,PEG_Z,DuPont_Discrepancy_Z,Anomaly_Label,Anomaly_Score,PCA_1,PCA_2
ASTERDM,Healthcare,6.350632125698411,-0.3428696045373836,2.5717818898210973,6.686158124360597,-0.1657254202040275,6.065046879173573,-1,-0.23237012504440335,10.799297648868642,-1.7289316260987484
ASTRAL,Capital Goods,-0.517637507944949,0.2423346200390315,-0.39817496357395,-0.0762498223777065,-2.4151089952853875,-0.2280442675634484,1,0.0936660449047318,-0.42539397033469084,-1.8114540875989258
ASTRAZEN,Healthcare,0.2802138949567328,-0.7051057306668118,-0.2254789893066956,0.7951282638629376,-0.228858436846379,-0.0312881489612617,1,0.13191935477087113,0.36334385913503986,-0.449476304113903
ATGL,Oil Gas & Consumable Fuels,-0.0280477848037437,-0.3462715656096323,0.0277927676871559,3.2469645815678545,-0.5746248177656605,-1.311943769969545,1,0.004411117585070512,1.0069592370635172,-0.385820585148926
ATUL,Chemicals,-0.0469798146291606,-0.0846310441538778,-0.6040487098471338,-0.3642934470387113,0.1232721340552996,-0.5167303044243876,1,0.15449995380969278,-0.6179914361650524,0.3104119543334263
AUROPHARMA,Healthcare,-0.0756054172714095,0.1584712455426261,-0.2009628766407062,-0.2958978704418946,-0.1360098518537208,-0.3067700187902651,1,0.16250034986794332,-0.3628184235830547,0.06872037513118187
BAJAJ-AUTO,Automobile and Auto Components,2.8509886500099912,-0.5771661307552545,-0.2324983776070632,-1.38109746161503,-1.03773009991046,0.5429370306754381,1,0.0014017999490394395,0.9900750623177331,-0.70461178984373
BALKRISIND,Automobile and Auto Components,-0.0963374932344568,-0.494520470650329,-0.1455912908525129,-0.2437073839307592,0.287273306971685,-0.1632510920946729,1,0.15955308447845384,-0.43972515133113216,0.06438003650759194
BALRAMCHIN,Fast Moving Consumer Goods,-0.0628291660184972,0.1099741152098164,0.0458906782632618,-0.5272384982129107,-0.4094137136791848,-0.6006747465968086,1,0.15242472388453487,-0.6102365043488287,-0.12100346999473352
BASF,Chemicals,0.6438284007491367,-0.3754357769523753,-0.4192039869044063,0.634060720436438,-0.3468072593708818,-0.3271926899439417,1,0.13508265766564098,0.39008858179796063,-0.21145546678310428
BATAINDIA,Consumer Durables,-1.7632448612634948,1.852471179650676,1.1068572259929803,0.2745916963730824,-0.064572000750564,1.36055140360628,1,0.0018737677457012492,0.47233120503086573,-0.13933629052141958
BAYERCROP,Chemicals,1.390315314681742,-0.4179700624126348,-0.4262023356370938,0.9936907454127076,-0.138647392983142,4.324325041124609,-1,-0.016909706886438114,3.4336558767015855,-1.3093302715841213
BBTC,Fast Moving Consumer Goods,-1.597140738971887,-0.3261863210030061,1.265447360293546,-0.7252603544845159,-0.3428060067448704,0.1189940905458837,1,0.0747977759748602,-1.1726424759668554,-0.9327316305468834
BDL,Capital Goods,0.227013513371923,3.1215807908307487,0.3588497048373441,0.4675920036624852,-1.0061905430723823,0.5693329215705,1,0.011838164621073677,1.5551171960902508,0.347308070847534
BEL,Capital Goods,1.388371936915074,0.023269739109361,-0.2071399089807248,1.0074570979627695,0.1944943093699594,1.4847129411353832,1,0.0736846233483337,2.0978087401362635,-0.052861538412525846
BEML,Capital Goods,0.0332640637440437,0.6042926564975022,-0.2677045872695148,-0.037703049745757,1.642421417821749,-0.1781821665356258,1,0.11992096039989464,-0.011782800447924655,1.6907993556560519
BERGEPAINT,Consumer Durables,-0.0752508116688093,0.6252549091436354,-0.277497096137369,0.2919995922210128,3.7255490585850817,-0.0506871061356046,1,0.04362766991733935,0.14534668679731338,3.322439986953196
BHARATFORG,Automobile and Auto Components,-0.7204507011686724,-0.4115963987307048,-0.2369724110045639,-0.2304063290344305,-4.249487458799145,0.1679694504413935,1,0.02005003586592158,-0.5391404604124962,-3.760876210655151
BHARTIARTL,Telecommunication,0.1691965081893408,1.8157190299159072,-0.0426472836662009,-0.5645656468345168,0.261914887634073,-0.0001036771548486,1,0.11728847104304191,0.23716017816297277,1.0615847580293594
BHARTIHEXA,Telecommunication,0.0869827667394348,-2.072965667969497,0.3886365023862813,-0.4267450727314767,0.3261698503828961,-0.4751184307270635,1,0.08225850924207784,-0.9335486090351347,-0.5712750708017226
BHEL,Capital Goods,-0.5653527621020719,-0.0949074389831994,-0.3438781014650988,-0.1282192218979262,0.262155936307873,-0.9673088866677068,1,0.14369051634332275,-0.9903350147874574,0.4092130041566456
BIKAJI,Fast Moving Consumer Goods,-0.0268605369414527,-1.0231399125617595,-0.9397518491799882,0.2527543464130985,-0.5222079886170018,-0.5911034795062807,1,0.12326248786513622,-0.5851781529641511,-0.5696244369973839
BIOCON,Healthcare,-0.4401191674321548,-1.103505226992118,-0.2711141419344356,-0.259778743226347,-1.589040232832886,-0.2933300576253492,1,0.10645703948636248,-0.8613808953526021,-1.723609035215454
BLS,Consumer Services,-0.9434221150927136,2.570802340241096,3.61676105959617,-0.2280010721912341,-0.0703087097643843,-0.6188172167980873,1,0.010460042655460744,0.17576807357190816,0.4676017599822068
BLUEDART,Services,-1.4499489595749442,0.1653446449009743,-0.6331334803364435,-0.3702696156432765,-1.245435076526575,0.221896482561572,1,0.0743938761146592,-0.9634545309793063,-1.1311706384878657
BLUEJET,Healthcare,1.549647357911389,1.4965488301283325,-1.4172432394697896,0.6819323026317553,-0.1611373382783265,-0.2527063987996275,1,0.061052474377124355,1.3217022738302016,1.0736079502208655
BLUESTARCO,Consumer Durables,-0.1104457822197799,-0.9402361580719486,-0.4214938976235204,0.2950985200062135,-0.1416812678430866,-0.2929137121696,1,0.14749236251909376,-0.36567016508279016,-0.41809117334838736
BOSCHLTD,Automobile and Auto Components,-0.2842198726080061,-0.2010290156284053,0.0677546857308455,-0.2233836484766839,-0.3017368151250518,-0.0266524845721709,1,0.15800648849206106,-0.3498856927438655,-0.39195550685717834
BPCL,Oil Gas & Consumable Fuels,-0.2908612097416928,0.5381602317791505,-0.046080870280877,-0.4878214424057135,-0.2446654484837548,0.6949862955114756,1,0.1311231536231719,0.0521023019873916,-0.19881868081951326
BRIGADE,Realty,-0.4978308522926202,1.2825157076035554,-0.0561967074422061,-0.5242711322420229,0.30407589282406,-0.4506342352715446,1,0.1254173714721482,-0.5023978620615644,0.8804564109360808
BRITANNIA,Fast Moving Consumer Goods,-0.6573286735963892,-0.2396259569588198,1.9368692834546413,-0.1600954293569192,1.3155657129497047,1.14178227820131,1,0.04926182055831796,0.30780252834288346,0.1673483550545733
BSOFT,Information Technology,-0.1801276927890585,0.3335415348750686,-0.4013869269884579,0.1362247801409484,-0.0189065381012734,-0.5765105300262215,1,0.15626296324046784,-0.30972535441124077,0.32160919719684
CAMPUS,Consumer Durables,-1.4294755464191196,0.6016191941368304,1.82293819446593,0.2751617033454554,-0.1376258841410392,-0.5269744584327131,1,0.07726496121896453,-0.5431305640471086,-0.2737908319791438
CAPLIPOINT,Healthcare,0.2734774409827878,-0.2338005717679552,0.3566009505268903,-0.2167883564772189,-0.1433312873526235,-0.2597245117100877,1,0.1553813086489721,-0.11600975470585294,-0.16852958560345474
CARBORUNIV,Capital Goods,-0.2607386147086454,0.0929270150188044,-0.2640348211902865,-0.0326589462249189,-0.3002029994841579,-0.4186344843877161,1,0.1584684947030689,-0.405953827399415,-0.09056021540043123
CCL,Fast Moving Consumer Goods,-0.0093885710589354,0.1491510864141157,2.235238133696686,-0.2800521816575359,-0.2666539364908276,-0.611327316710168,1,0.11771438308195242,-0.1311994479974982,-0.3704296256613918
CEATLTD,Automobile and Auto Components,-0.9425365815805612,0.5404358718878407,-0.1377319332809002,-0.3497120002553858,-0.1833275103096346,-0.2054534829006536,1,0.1402991114532342,-0.7314975689788815,0.017654182459143058
CENTURYPLY,Consumer Durables,0.8080269809039505,0.0573926342650724,-0.2609750670594486,-4.098163313557492,-0.4140007153721979,-0.7632052500534289,1,0.03610758906931355,-2.2235871552027375,0.2349042116720785
CERA,Consumer Durables,1.2590442851240673,1.522356459775012,-0.0940347841918007,0.2951881479689531,0.326658809970085,-0.1590045266426175,1,0.09647675439532727,1.1746597380349846,1.18698259086069
CESC,Power,0.5451141890286729,0.3176802819626103,-0.2493711293469285,-0.3864464807402279,-1.515490069886486,0.3799356936640393,1,0.09436943357312255,0.36078621702090663,-1.0642772634300643
CGPOWER,Capital Goods,-0.1696071657407386,0.0221148317229418,-0.1705850311194813,0.0263471363160088,-0.4021397681813008,0.49783745031797,1,0.14091494158615214,0.1542631938113592,-0.4760067698044465
CHAMBLFERT,Chemicals,0.8044041808929936,2.899920504176337,0.0213065080685909,-0.6852982432034083,0.0766924677069125,0.1645079422412054,1,0.06377143784398909,0.9172430334383397,1.4442068436918662
CHENNPETRO,Oil Gas & Consumable Fuels,-1.019471947214071,-2.2148507455546587,1.5226249207896714,-0.6156132878674881,-0.2445543340895468,1.2146413379642058,1,0.02515978981220013,-0.662593841484069,-1.9664842050385565
CIPLA,Healthcare,0.0596841389218478,0.1135272636762217,-0.3507637612055507,-0.2624291963646825,-0.1536082585103667,-0.1877960719346148,1,0.16081550978937037,-0.23658858390779994,0.047228875249873306
CLEAN,Chemicals,0.9519007363266424,-0.1112969085390913,-0.3347040671368769,0.2670774481903359,0.6009506236195498,0.1850046200089737,1,0.12270521098466552,0.6981184293585193,0.5749032601584159
COALINDIA,Oil Gas & Consumable Fuels,2.38360224262291,-0.337959141202216,2.2340318710217626,-0.2054560421727252,-0.2524539021290047,2.9499363875809115,-1,-0.029387172013173313,3.0249621839002145,-1.2214702310802312
COCHINSHIP,Capital Goods,0.9417501393316994,-1.667556329447006,-0.5672805863882965,-0.6750612830354543,1.2907019008608336,0.3235412964050219,1,0.0264168637788732,-0.2049170658044957,0.47696039076049745
COFORGE,Information Technology,-0.5645452772575938,0.7913458006051556,0.0751598235250851,0.1996272714050082,-0.2225681688091791,-0.3187178095262177,1,0.14285149314506107,-0.17256112501293036,0.13470743526177925
COLPAL,Fast Moving Consumer Goods,0.1427155429667621,0.4448194552474008,0.6903720831931626,-0.2583590785725847,-0.0959937692876376,3.69493900529002,1,0.022557585229326327,2.0732511065496646,-1.0626651351792524
CONCOR,Services,0.0114800925694153,0.4289856039153857,-1.8382553809551063,-0.1203958605694058,2.36058957792302,1.075494154508872,-1,-0.005607199796157758,0.30575127572600064,2.104479387754191
CONCORDBIO,Healthcare,0.5285058498028304,0.9864492525458388,2.232734065092825,-0.0049045089382491,-0.1327570586462439,-0.1281992066545176,1,0.0968922807571222,0.7992255031339544,0.04837247189604816
COROMANDEL,Chemicals,0.0966742522958138,-0.8403471464515453,0.7495037975723683,-0.3247737878854321,0.1821610988777577,0.0370620061493369,1,0.14364648436557997,-0.23033488244120082,-0.355385690350385
CRAFTSMAN,Automobile and Auto Components,-0.1926039832023878,0.9091912847627476,-0.5471676747973482,-0.1363236389877173,-0.2498680330553622,-0.6129030566084424,1,0.1488689355041906,-0.35385900147443483,0.4349977860623835
CROMPTON,Consumer Durables,-0.4058671354652816,-0.6205241581244032,-0.4319704605090734,0.2695861472634774,-0.1719748600613779,-0.1681415978632583,1,0.14674735299106767,-0.4031509704771019,-0.38316153157373195
CUMMINSIND,Capital Goods,0.2051896933779726,-0.4068551083155565,-0.3187322575428984,-0.0668878414755103,0.4463484729689793,3.1625074031959106,1,0.06772905264002788,1.5646251689835442,-0.6656644154805484
CYIENT,Information Technology,-0.323628613332773,0.9095077210073222,-0.4777283585764066,0.1135594332172325,-0.0392477603698527,-0.4742081686508435,1,0.14783385913874775,-0.212416516284628,0.521791617947201
DABUR,Fast Moving Consumer Goods,-0.3143224753980191,-0.5851732240261109,-0.3182729138181501,-0.2853828122722581,-0.9281152835124774,-0.2686079823549291,1,0.14507827220266267,-0.6723357808504292,-0.9345012152785079
DALBHARAT,Construction Materials,-0.2757283389971669,-0.5573070986199671,0.0524895537114542,-0.3613995778035575,-0.5264668659844588,-0.6849997609465869,1,0.1510958655702247,-0.8562901708589603,-0.5307815666644224
DATAPATTNS,Capital Goods,2.133604943749421,0.1565262682608253,0.2384385118400208,-0.6735303477348762,0.3697829885637627,-0.3409839596647117,1,0.07445621014270493,0.7402646392334433,0.7916875508141263
DCMSHRIRAM,Diversified,-1.1156431901899306,1.1503451065231771,0.9584229230884695,-0.3691165817169741,0.7207236729721154,-0.5524007889158232,1,0.09318588654089072,-0.7243979337658065,0.9022077693912
DEEPAKFERT,Chemicals,-0.7347479783122463,-0.3894673915466525,-0.1897720890503851,-0.7755149705144978,0.0600095681055303,-0.3418772274351611,1,0.1456076764864525,-1.1711953541677134,-0.09871328154452642
DEEPAKNTR,Chemicals,0.5922134186600309,-0.3899127482647693,0.0674342502229718,0.2367661559635869,-0.3184751359225085,-0.2966684518140864,1,0.1430230811641825,0.22100551236543392,-0.2827560310414247
DIVISLAB,Healthcare,0.268254316661122,0.0022150910747703,-0.4344668268456887,0.1314097725279272,-0.1374343241546682,-0.1187225153051088,1,0.15320935317178236,0.09673507099103268,0.024892771829596306
DIXON,Consumer Durables,0.0376567416106863,1.758107086377939,2.84340042924424,0.2879992213795472,-0.2542943039659675,-0.7439352858081916,1,0.052213795720235046,0.644946240481167,0.272735974555047
DLF,Realty,-0.4571202041667607,1.0890081964475034,-0.7374262050718493,-0.3799937133237835,0.3517109528032623,1.8878978176279209,1,0.07242797007228269,0.6747117102714355,0.2708282925978101
DOMS,Fast Moving Consumer Goods,0.1174692527967948,1.8440156621921175,1.1483441505274743,0.1764139334807605,-0.2044039554219036,-0.6043863546249212,1,0.1039287219345536,0.4844338830748622,0.6262497415729229
DRREDDY,Healthcare,0.1729046147766519,-0.3437334191736029,1.0910933700942027,-0.271550799472463,0.0596111394686664,-0.236175758094151,1,0.14248174050284013,-0.12021063810085778,-0.20355999098422162
ECLERX,Services,-0.0865767917018901,-0.6398099450086957,-0.1245262141376912,0.1852691594149329,1.091753462798132,-1.2413651404851096,1,0.08899287848661641,-0.8074179825677651,0.9483086711833751
EICHERMOT,Automobile and Auto Components,0.5130574348645744,1.072931923454523,-0.2792581540790554,-0.1502149794077493,0.2261291370970861,0.5868034443978833,1,0.12745478114323744,0.7453937323954059,0.6136397273587197
EIDPARRY,Fast Moving Consumer Goods,-0.8106640620371617,-0.9728508241455812,0.760545358185634,-0.7067555369161587,-0.6806582854431338,-0.5851140382170065,1,0.11114544150378153,-1.309786922939583,-1.0697607446254804
EIHOTEL,Consumer Services,0.6422227875004785,0.0438434748952399,-0.0629017331784142,-0.1935308038687283,0.0795811184194405,-0.5414341463373002,1,0.14876216083499055,-0.02779084560843789,0.3519909542301912
ELECON,Capital Goods,-0.3140092980855965,0.528499543209241,-0.5400920979169254,-0.192293848160042,0.0188064210976366,-0.5626267857369918,1,0.15161266896839332,-0.5309704342303636,0.44958234746742065
ELGIEQUIP,Capital Goods,-0.4125922051411123,-0.4258836369203965,-0.3016774547005923,-0.1498798310437245,0.4173787284778759,-0.0444512931294291,1,0.15587107261710098,-0.5147709760209931,0.13701109496178962
EMAMILTD,Fast Moving Consumer Goods,-0.5102178248614111,-1.010458524110072,-0.453626639996301,-0.4619532273212125,-0.21831717559802,-0.0928081222018345,1,0.13803291569268683,-0.9323527436469679,-0.6015430854707113
ENDURANCE,Automobile and Auto Components,-1.3081239424825577,-0.1996959136155981,-0.5348963320583261,-0.2922504884656391,0.1859952907347648,-0.3492720713891335,1,0.13296609513043117,-1.2404476784637881,0.03693761656214464
ENGINERSIN,Construction,1.506223002969372,0.8107227840190808,-0.2230068572866361,1.733461190397901,0.1260620172919143,0.470805435454336,1,0.06988191106731068,2.2415735047462766,0.5324990438558996
ERIS,Healthcare,-0.8600309396215489,-1.486528574664606,0.1280170634818135,-0.3017758430485887,-0.2434118952164041,-0.182855831527665,1,0.12412742447144398,-1.1341677223051359,-0.9737401784507171
ESCORTS,Capital Goods,0.0519858337830032,-0.6177171683538913,-0.0821382639063873,-0.135648411017426,0.2444115262415142,-0.1786319804884845,1,0.1570178676369408,-0.32471037820034665,-0.011332488470168487
EXIDEIND,Automobile and Auto Components,-0.3655567180954637,0.6306347750458152,-0.2365001462166464,-0.2778844974941983,-0.5769487042404077,-0.5312932577181887,1,0.14466199546568442,-0.512815661995585,-0.055725729285249284
FACT,Chemicals,0.1696504281731441,3.1541079103452376,-0.3205650184216529,3.3702546091065724,-0.9571881125340582,0.3985706713354982,-1,-0.03536747868204693,2.9496869419491576,0.44997881706480947
FINCABLES,Capital Goods,0.8668445576501788,0.9114745418293888,-0.1768212415235567,-0.0886426020860721,0.2965859004708738,-0.3996463437677994,1,0.13732000966610564,0.44010558516780385,0.9255077492327459
FINPIPE,Capital Goods,0.5609641476950037,-0.7251692967333888,-0.2546099418577255,-0.1249351431674246,0.0387801848247132,-0.3035844504677332,1,0.15188179360143522,-0.13901184154105453,-0.07488215960764717
FLUOROCHEM,Chemicals,0.4401692279569971,0.6578534668691332,-0.1305315427357824,0.5749780100931021,0.3206311478654308,-0.6719861206053046,1,0.12630452892723387,0.3585763735950623,0.8073870865375089
FORCEMOT,Automobile and Auto Components,-0.5570651644121603,1.7840613014253266,-0.0419053921062222,-0.3234173482196791,-0.0150974827515842,-0.6052426239825334,1,0.12391361991267574,-0.36875441343465776,0.8698572116868386
FORTIS,Healthcare,-0.4029813903024284,0.3592947450518767,-0.2973273487679034,-0.1941149365959125,-0.1318830985518257,-0.2636780632200904,1,0.16004958037784317,-0.43460894120213484,0.10747340056522392
FSL,Services,0.2358041785804848,0.1201084341573342,-0.4753275458011906,0.243358580285433,0.4125497826510966,1.4112683428513215,1,0.11524649649427782,0.954923464939971,0.07360148165755759
GAIL,Oil Gas & Consumable Fuels,0.563206523506822,-0.3497265610866535,-0.2547729790573429,-0.262808301709512,-0.2412291097535481,-0.1263152539277854,1,0.1530342889609796,-0.019329212948602334,-0.18102374483581624
GESHIP,Services,0.1830008863964115,-1.0125595200674542,2.673229809865997,-0.7966554268888033,-0.5628158115130923,0.1038196083903405,1,0.06478429250690709,-0.16786453774939852,-1.361215725781579
GLAND,Healthcare,-0.1641260640776166,-0.3654684334961497,-1.1778281636331522,-0.2452510753041438,-0.2223107426013835,-0.179476438475815,1,0.13245739809371154,-0.5922896905742939,-0.11619617554633385
GLAXO,Healthcare,-0.7481552609874365,0.7671114676084076,-0.5229242485144431,-0.2069633843555432,-0.1536302007947564,1.0519962756017764,1,0.11364795472556238,0.12040681599372524,-0.13034600469033877
GLENMARK,Healthcare,0.9886647602581105,2.5819071123904918,-0.5847117370944314,-0.8114672292700997,-0.1610712822387659,-0.2787168358422619,1,0.06580538577253542,0.5580086266772649,1.3815946621892825
GMDCLTD,Metals & Mining,-0.0945251335311517,-0.9608233908101524,-0.4761862553475253,-0.5448471392431784,0.7040350017273433,-0.2609169937987098,1,0.13414919134923764,-0.8307714160977115,0.29340455910535423
GODFRYPHLP,Fast Moving Consumer Goods,2.2081581132085257,3.4354422001749025,-0.4487557601782907,3.3188044157157246,-0.2708936123013183,-0.2721698856109473,-1,-0.07078249465540909,3.7928183094394536,1.6901540451327688
GODREJAGRO,Fast Moving Consumer Goods,-1.7143649629769635,-0.0774017390404563,-0.362569694190119,-0.6564215802935469,-0.2842652787810087,-0.3110541871510192,1,0.1133696314281955,-1.5929464652833343,-0.3847882425342541
GODREJCP,Fast Moving Consumer Goods,-0.7016130539600294,0.0505067570933889,-0.621584196388223,-0.2449577892043105,-0.3428243287028569,0.2802042125282795,1,0.13930660444582904,-0.47398510942349126,-0.3502828058014899
GODREJIND,Diversified,0.8157076244512018,-0.4883992744043502,0.078524251292871,-0.7629725592071888,0.4209307082199491,-0.6019453942946633,1,0.13068722102062108,-0.3979283396893189,0.4354847092976496
GPIL,Capital Goods,-0.4157667459591748,-1.581744746379594,0.8071734955133342,-0.1983541259382484,-0.2254341551984653,-0.5824692861323324,1,0.11518035506707497,-0.9581361375235391,-0.9344336073246814
GRANULES,Healthcare,-0.4955837634503964,-0.4622666208883743,-0.4848837552797946,-0.3094344191066919,-0.1483429676587669,-0.2722612659357753,1,0.1587051232197471,-0.7962274831478287,-0.24659011052196173
GRAPHITE,Capital Goods,-0.2996666062941976,0.0024524747509545,-0.1578446283237595,-0.1357678836492885,-0.1374846570804002,0.0395217545101342,1,0.1609543347604509,-0.25735627581453036,-0.15393050993978788
GRASIM,Construction Materials,1.3169692488625566,-0.3034950812634741,0.37500311822731,-0.671473312241348,-0.369934319469312,0.1184797512745688,1,0.10818327962520086,0.42095339094579853,-0.30629890362934
GRAVITA,Metals & Mining,0.8559922313499366,-0.6947520348521085,1.205263322463508,1.0355356848312882,0.8118603301093877,-0.3867806937975492,1,0.07438399989378053,0.8314423515456337,0.3372571634533819
GRSE,Capital Goods,0.4620179446352429,-0.4127580783905888,-0.2292476597179174,3.8542050108856616,0.1193860094011897,0.6662470698560268,1,0.04517896067178251,2.5941645200187757,-0.32755854325812034
GSPL,Oil Gas & Consumable Fuels,-1.4572323062124088,-0.2193611357778222,-0.5267108708055669,-0.3593854137391357,-0.2467670345527971,-0.4186491832963073,1,0.12612218511156137,-1.3970125271870846,-0.32592796485920783
GUJGASLTD,Oil Gas & Consumable Fuels,-0.4648737679878399,-0.3093713531948426,-0.7760089493518707,0.1535124868497167,0.1213558415104215,-0.2474663008833895,1,0.14674013037631006,-0.5151719957929644,0.07128814812543784
GVT&D,Capital Goods,-1.1082753096663542,-1.1320707011883404,-0.5035375049245909,-0.0901611996480884,0.0454049193758488,-0.1965600759201132,1,0.12677959255731142,-1.1693051836599326,-0.5162799368629777
HAL,Capital Goods,-0.918018345534475,-0.4264998672718323,-0.4502719150470851,-0.1905170381379891,0.4576589348965713,1.1348897457941505,1,0.11103911362051866,-0.23521738595405597,-0.23136468619500494
HAPPSTMNDS,Information Technology,-0.170645859300502,1.1277060408268205,3.9676060309951016,0.1653311118955857,-0.0166173777348734,-0.5480539817399327,1,0.04559342541440892,0.5500643957477376,-0.09970931957139317
HAVELLS,Consumer Durables,0.0396999452165367,-0.4582459252775417,-0.5516960722160762,0.2953441233910382,0.0120039317165165,0.0620131043681281,1,0.14369982690385924,0.011047423841653121,-0.13511116489738462
HCLTECH,Information Technology,-0.8211193660691755,-0.2364752420876115,-0.2529559362395621,0.1276603852039449,0.092832897370796,1.199202408240183,1,0.11852841012903692,0.11337008341079327,-0.4922132537093862
