Symbol,Sector,TATA_Z,DSRI_Z,AQI_Z,P_OCF_Z,PEG_Z,DuPont_Discrepancy_Z
DEEPAKFERT,Chemicals,-0.7347479783122463,-0.3894673915466525,-0.18977208905038515,-0.7755149705144978,0.060009568105530334,-0.34187722743516114
DEEPAKNTR,Chemicals,0.5922134186600309,-0.3899127482647693,0.0674342502229718,0.23676615596358697,-0.3184751359225085,-0.29666845181408646
DIVISLAB,Healthcare,0.268254316661122,0.0022150910747703845,-0.4344668268456887,0.13140977252792727,-0.1374343241546682,-0.11872251530510888
DIXON,Consumer Durables,0.037656741610686315,1.7581070863779393,2.84340042924424,0.2879992213795472,-0.2542943039659675,-0.7439352858081916
DLF,Realty,-0.45712020416676075,1.0890081964475034,-0.7374262050718493,-0.37999371332378357,0.35171095280326237,1.8878978176279209
DOMS,Fast Moving Consumer Goods,0.11746925279679482,1.8440156621921178,1.1483441505274743,0.17641393348076054,-0.20440395542190365,-0.6043863546249212
DRREDDY,Healthcare,0.17290461477665192,-0.34373341917360295,1.0910933700942027,-0.271550799472463,0.059611139468666474,-0.23617575809415103
ECLERX,Services,-0.08657679170189012,-0.6398099450086957,-0.12452621413769124,0.18526915941493294,1.091753462798132,-1.2413651404851096
EICHERMOT,Automobile and Auto Components,0.5130574348645744,1.072931923454523,-0.2792581540790554,-0.15021497940774933,0.22612913709708618,0.5868034443978833
EIDPARRY,Fast Moving Consumer Goods,-0.8106640620371617,-0.9728508241455812,0.760545358185634,-0.7067555369161587,-0.6806582854431338,-0.5851140382170065
EIHOTEL,Consumer Services,0.6422227875004785,0.04384347489523993,-0.06290173317841428,-0.19353080386872834,0.0795811184194405,-0.5414341463373002
ELECON,Capital Goods,-0.3140092980855965,0.528499543209241,-0.5400920979169254,-0.19229384816004208,0.018806421097636604,-0.5626267857369918
ELGIEQUIP,Capital Goods,-0.4125922051411123,-0.4258836369203965,-0.3016774547005923,-0.14987983104372452,0.41737872847787594,-0.04445129312942914
EMAMILTD,Fast Moving Consumer Goods,-0.5102178248614111,-1.010458524110072,-0.45362663999630104,-0.4619532273212125,-0.21831717559802008,-0.09280812220183453
ENDURANCE,Automobile and Auto Components,-1.3081239424825577,-0.19969591361559816,-0.5348963320583261,-0.29225048846563917,0.1859952907347648,-0.3492720713891335
ENGINERSIN,Construction,1.506223002969372,0.8107227840190808,-0.22300685728663616,1.733461190397901,0.1260620172919143,0.47080543545433606
ERIS,Healthcare,-0.8600309396215489,-1.486528574664606,0.12801706348181355,-0.3017758430485887,-0.2434118952164041,-0.18285583152766505
ESCORTS,Capital Goods,0.05198583378300323,-0.6177171683538913,-0.08213826390638738,-0.135648411017426,0.24441152624151427,-0.17863198048848458
EXIDEIND,Automobile and Auto Components,-0.3655567180954637,0.6306347750458152,-0.23650014621664645,-0.27788449749419836,-0.5769487042404077,-0.5312932577181887
FACT,Chemicals,0.16965042817314416,3.1541079103452376,-0.32056501842165297,3.3702546091065724,-0.9571881125340582,0.39857067133549823
FINCABLES,Capital Goods,0.8668445576501788,0.9114745418293889,-0.17682124152355674,-0.08864260208607219,0.2965859004708738,-0.3996463437677994
FINPIPE,Capital Goods,0.5609641476950037,-0.7251692967333888,-0.25460994185772556,-0.12493514316742461,0.03878018482471321,-0.3035844504677332
FLUOROCHEM,Chemicals,0.44016922795699714,0.6578534668691332,-0.13053154273578244,0.5749780100931021,0.3206311478654308,-0.6719861206053046
FORCEMOT,Automobile and Auto Components,-0.5570651644121603,1.7840613014253266,-0.04190539210622226,-0.32341734821967916,-0.015097482751584212,-0.6052426239825334
FORTIS,Healthcare,-0.40298139030242847,0.3592947450518767,-0.29732734876790345,-0.19411493659591256,-0.13188309855182578,-0.26367806322009046
FSL,Services,0.23580417858048489,0.12010843415733428,-0.47532754580119063,0.243358580285433,0.4125497826510966,1.4112683428513215
GAIL,Oil Gas & Consumable Fuels,0.563206523506822,-0.3497265610866535,-0.2547729790573429,-0.262808301709512,-0.2412291097535481,-0.12631525392778548
GESHIP,Services,0.18300088639641154,-1.0125595200674542,2.673229809865997,-0.7966554268888033,-0.5628158115130923,0.10381960839034057
GLAND,Healthcare,-0.1641260640776166,-0.36546843349614977,-1.1778281636331522,-0.24525107530414383,-0.22231074260138353,-0.17947643847581507
GLAXO,Healthcare,-0.7481552609874365,0.7671114676084076,-0.5229242485144431,-0.20696338435554323,-0.15363020079475645,1.0519962756017764
GLENMARK,Healthcare,0.9886647602581105,2.5819071123904913,-0.5847117370944314,-0.8114672292700997,-0.16107128223876593,-0.2787168358422619
GMDCLTD,Metals & Mining,-0.09452513353115176,-0.9608233908101524,-0.47618625534752534,-0.5448471392431784,0.7040350017273433,-0.2609169937987098
GODFRYPHLP,Fast Moving Consumer Goods,2.2081581132085257,3.4354422001749025,-0.4487557601782907,3.3188044157157246,-0.27089361230131836,-0.2721698856109473
GODREJAGRO,Fast Moving Consumer Goods,-1.7143649629769637,-0.07740173904045634,-0.36256969419011903,-0.6564215802935469,-0.28426527878100877,-0.31105418715101923
GODREJCP,Fast Moving Consumer Goods,-0.7016130539600294,0.05050675709338898,-0.621584196388223,-0.24495778920431055,-0.3428243287028569,0.28020421252827954
GODREJIND,Diversified,0.8157076244512018,-0.4883992744043502,0.07852425129287104,-0.7629725592071888,0.4209307082199491,-0.6019453942946633
GPIL,Capital Goods,-0.41576674595917484,-1.581744746379594,0.8071734955133342,-0.19835412593824844,-0.22543415519846538,-0.5824692861323324
GRANULES,Healthcare,-0.49558376345039645,-0.4622666208883743,-0.48488375527979466,-0.30943441910669195,-0.1483429676587669,-0.2722612659357753
GRAPHITE,Capital Goods,-0.29966660629419767,0.002452474750954567,-0.15784462832375953,-0.13576788364928857,-0.13748465708040025,0.039521754510134205
GRASIM,Construction Materials,1.3169692488625566,-0.30349508126347413,0.37500311822731,-0.671473312241348,-0.36993431946931205,0.11847975127456883
GRAVITA,Metals & Mining,0.8559922313499366,-0.6947520348521085,1.2052633224635079,1.0355356848312882,0.8118603301093877,-0.3867806937975492
GRSE,Capital Goods,0.4620179446352429,-0.41275807839058887,-0.2292476597179174,3.8542050108856616,0.1193860094011897,0.6662470698560268
GSPL,Oil Gas & Consumable Fuels,-1.4572323062124088,-0.2193611357778222,-0.5267108708055669,-0.35938541373913574,-0.2467670345527971,-0.41864918329630735
GUJGASLTD,Oil Gas & Consumable Fuels,-0.46487376798783997,-0.3093713531948426,-0.7760089493518707,0.15351248684971672,0.1213558415104215,-0.24746630088338953
GVT&D,Capital Goods,-1.1082753096663542,-1.1320707011883404,-0.5035375049245909,-0.09016119964808848,0.04540491937584885,-0.19656007592011326
HAL,Capital Goods,-0.918018345534475,-0.4264998672718323,-0.45027191504708514,-0.19051703813798915,0.4576589348965713,1.1348897457941505
HAPPSTMNDS,Information Technology,-0.17064585930050202,1.1277060408268205,3.9676060309951016,0.1653311118955857,-0.016617377734873498,-0.5480539817399327
HAVELLS,Consumer Durables,0.03969994521653672,-0.4582459252775417,-0.5516960722160762,0.2953441233910382,0.01200393171651658,0.06201310436812819
HCLTECH,Information Technology,-0.8211193660691755,-0.2364752420876115,-0.25295593623956214,0.1276603852039449,0.09283289737079606,1.1992024082401833
HEG,Capital Goods,-0.6321710231469239,-0.33167505354977156,-0.046148867705380237,-0.2026015276254743,-0.08575396757412332,-0.4790083601758478
HEROMOTOCO,Automobile and Auto Components,0.07621741266557584,0.6340583649207794,-0.39042516490760865,-0.29061332890001107,0.12642452557693826,2.2547345889228567
HFCL,Telecommunication,0.40011321405164796,0.38395758198575836,-0.2223170737227818,1.9852013069875716,-2.00678668541434,-0.9388487079872078
HINDALCO,Metals & Mining,0.16732170894644263,-0.1838704613193643,-0.7731791416813215,-0.739681265398591,-0.024028042651230937,-0.43169915705175704
HINDCOPPER,Metals & Mining,0.309678261156761,-0.31725038912256565,-0.6902615834545185,1.8415946626883817,0.7192054745275738,-0.31883505723907346
HINDPETRO,Oil Gas & Consumable Fuels,0.043633718447260446,1.0483967297980383,0.15569778447948845,-0.5334647030911821,-0.2445130068545576,-0.2515033657220474
HINDUNILVR,Fast Moving Consumer Goods,-0.347305861950605,0.3594691825182031,-0.14595215871674108,-0.2777817149983113,0.31645962415586437,0.45650012570489956
HINDZINC,Metals & Mining,-1.0760778546599548,-1.1357806298452051,0.19401093450322138,-0.23924997792440836,0.35945219136166606,3.365114222206087
HONAUT,Capital Goods,0.01546987789032813,0.24599322711736318,-0.2859210777056792,-0.05022303634212185,1.739567469862582,-0.4090232037011682
HSCL,Chemicals,0.8199562190691986,-0.5175244254242388,0.3415659492297939,0.24447884198137806,0.23928035208682175,-0.6177700135222502
IGL,Oil Gas & Consumable Fuels,0.32976067570777956,-1.4768991209565496,0.6498152311582781,-0.0015767500468131287,-0.2513976273468113,0.3861727262024985
INDHOTEL,Consumer Services,0.6177937710158962,0.062072588625097846,-0.7229379889151848,-0.15204664775172025,-0.0030417399348184582,-0.48173535506608334
INDIAMART,Consumer Services,0.5964004847661476,-0.7553341164066618,-0.3305249238181271,-0.21185445896121843,-0.06840112219946994,-0.05429082794521896
INFY,Information Technology,-1.2937473266293982,-0.7332608444952184,-0.249329292459945,0.10827031693403527,-0.46026855416629425,1.0264364582759253
INTELLECT,Information Technology,-0.3819619732305634,-1.284682187310842,-0.280730252457454,0.1583351252505899,0.44357196018974676,-0.9120048196116735
IOC,Oil Gas & Consumable Fuels,-0.07536193766907352,1.5029518288404704,0.047522629902712624,-0.5204971071791377,-0.24459695568375533,-0.10239638591935302
IPCALAB,Healthcare,-0.4213915204483169,-0.494429199465969,-0.5338594961166013,-0.2558013200062205,-0.14632424330075533,-0.25520539283129184
IRB,Construction,1.383794490080884,-1.469682692599989,-0.189740007936395,-0.15188658696802376,-0.23602706212014732,-0.8094158563363673
IRCON,Construction,1.6080258765944904,2.1544331909035312,-0.19117107269704361,-0.720869884562699,-0.856348024512022,-0.014071884738815524
IRCTC,Consumer Services,2.003131807953233,0.15589934253235316,0.8716602091880498,-0.13747435442359207,0.06889104165706898,2.398530240824545
ITC,Fast Moving Consumer Goods,3.1362489089730334,-0.3024216407680968,0.3180511290601336,-0.2163672523010556,-0.332546763200663,0.46295011431116434
JBCHEPHARM,Healthcare,-0.48239572746075715,0.00536758013787435,-0.13857871047636167,-0.23128497310889687,-0.13384855585575375,-0.06258515703222746
JBMA,Automobile and Auto Components,-0.5495174159348267,1.4129819646446349,0.42815937828760464,-0.22918128825008247,0.5811889879741219,-0.4894737438730647
JINDALSAW,Capital Goods,-0.6261845564750462,-0.09650106311962854,-0.7259142607888642,-0.23274857316886277,0.27882270733429915,-0.7354484005069267
JINDALSTEL,Metals & Mining,-0.8070106067177808,-0.7377504127480699,0.3340249882005525,-0.584430404864474,-0.7381886107693288,-0.44023525168116495
JKCEMENT,Construction Materials,-0.5829439564841713,1.2756258054814638,0.6494879249998284,-0.24520577627885667,0.9499040152751523,1.2423590491473988
JKTYRE,Automobile and Auto Components,-0.24048789609265855,0.038841488030163164,-0.11380483723817349,-0.33179162921483474,-0.11370638735503581,-0.39321586311689544
JSL,Metals & Mining,-0.2998506710663439,-0.23046258865473226,0.4494864772327168,-0.45364853647017084,-2.563929134773515,-0.39684100557631447
JSWENERGY,Power,0.7767521016108311,2.885169016056752,-0.24397818782376057,0.2834274703291146,0.7255721287780116,-0.8795678401397699
JSWINFRA,Services,-0.07515086898596608,-0.19281524740854267,0.19257963951397544,0.05336784716684762,0.20153617347425162,-0.8401349146779831
JSWSTEEL,Metals & Mining,-0.47425169903637304,-0.05951941626456881,-0.32895084641849287,-0.7049993583286022,-0.7642109250659933,-0.36448926766965356
JUBLFOOD,Consumer Services,-1.8448269795622374,-0.36225997167041274,-0.29147610380190286,-0.22267344252305127,-0.310744545724643,-0.2837517409965002
JUBLINGREA,Chemicals,-0.39388832597640155,-0.009416836291435606,-0.32085531752259794,-0.4640795851386798,0.17195716759437443,-0.08165892804339414
JUBLPHARMA,Healthcare,-0.15549078850375544,-0.771255665340376,-0.29603838111770636,-0.23629919180952624,-0.16552610191035158,-0.2618528987326967
JWL,Capital Goods,0.7419062426461939,1.7738390432186768,0.7366991875363933,0.15302394578387454,0.5093629488100693,-0.46599651502455314
JYOTHYLAB,Fast Moving Consumer Goods,0.2739425441899695,0.6129225846000684,-0.5679010249163557,-0.37675747493195344,4.561652699815941,-0.39172084755413905
KAJARIACER,Consumer Durables,-0.8652748434279953,-0.6360839815117101,0.36200231647509284,0.2683124085333942,-0.3779789145892502,-0.08155371917759738
KALYANKJIL,Consumer Durables,-0.47616595600706274,-0.5660480597549079,0.600801967589898,0.27369075888167654,-0.06943055864937839,-0.558637060645335
KEC,Construction,-0.26808764327613616,0.04858549088293359,-0.8643948838353368,0.33223789659589786,0.0014497143353177748,-0.6326754448524313
KEI,Capital Goods,1.1761002571425176,-0.24368541593968665,-0.5248984753415921,-3.1807849020256347,0.3669636837694664,-0.8553259063653726
KIRLOSBROS,Capital Goods,-0.11342883359306799,-0.8591492631470431,0.41441803740096356,-0.14965637613143803,0.22428441518155134,-0.3881282797360817
KIRLOSENG,Capital Goods,1.40539607761705,0.03015208578382177,-0.13947857395463742,-0.30869745980718954,0.4118271056266291,-0.21681425703204577
KPIL,Construction,-0.69095789348913,0.2396468905691562,-0.5287215879304882,-0.09457905721387715,0.7479508974387101,-0.6143279221790162
KPITTECH,Information Technology,-2.1565368274724372,-1.0500551620986214,-0.6289981915711969,0.1517768927791985,0.05274832309781967,-0.43420841519850156
KPRMILL,Textiles,-0.07536120564201057,-0.8554072939535323,-0.9751219467955305,0.08164204217933477,1.7013153440176323,-0.402707486760434
LALPATHLAB,Healthcare,-0.25586734760863783,-0.13866315243258373,-0.31779106374240595,-0.1758251141527852,-0.14671663253025674,0.030716891305925767
LAURUSLABS,Healthcare,-0.22176877876503776,0.18193654823462227,0.14444181947483326,-0.12217943300790987,-0.15605862384115635,-0.2727610073697314
LINDEINDIA,Chemicals,0.030572911781900042,-0.34620283760763115,-0.45447549285270294,1.2031120549447558,2.7346580918740844,-0.0958528887941895
LLOYDSME,Metals & Mining,1.0763958764009032,1.9176485802951864,0.18573439352363846,1.4453003919825749,2.1221142903561208,-0.4238946947617427
LODHA,Realty,0.5181608211190242,-0.8610790130787053,0.35862388858944844,-0.1527686480904528,0.2461049314806605,-0.12511816029177336
LT,Construction,-0.08221101580915299,-0.36731756502195884,-0.20534649917515374,0.7172515801645906,0.902036314678003,-0.12551011734222983
LTFOODS,Fast Moving Consumer Goods,0.2292685825872785,-0.5162536710755832,-0.40883682054787707,-0.4717561603534352,0.165837480138474,-0.551435514252835
LTIM,Information Technology,0.1919361625115681,-0.07466615483241354,-0.38498679391688156,0.20529884248248606,3.7942041430767217,-0.25237644746552756
LTTS,Information Technology,-0.3150240965076177,0.5906687380476708,1.07365149183005,0.18059212822948725,-0.3431667481058264,-0.2303930924477016
LUPIN,Healthcare,0.08077149717826639,-0.10090193674120398,-0.021546827295783236,-0.2580310341580376,-0.16122518196173935,-0.2317459952406377
M&M,Automobile and Auto Components,0.6423095749601405,-0.32155277762053697,-0.24140670742317438,0.28397718018432067,0.2074920796612149,-0.1488214548416508
